point,brazilian_stocks,fiis,international_equity,fixed_income,crypto,total_return,annualized_return,annualized_volatility,max_drawdown,calmar,hhi,feasible
2436,0.31,0.09,0.25,0.25,0.1,0.8373179018745223,0.22473279868669294,0.11013066738575415,-0.07696567219304729,2.9199095165830857,0.2392,True
2437,0.31,0.1,0.25,0.25,0.09,0.8153294219910365,0.2198285471221133,0.10639234089322457,-0.07301438396981452,3.0107567190184668,0.2392,True
2438,0.36,0.1,0.2,0.2,0.14,0.9129163694101607,0.24130139282648244,0.12870442868285423,-0.08678626996245431,2.780409769089913,0.23920000000000002,True
2439,0.31,0.09,0.3,0.16,0.14,0.932650886517808,0.2455544356992303,0.13147351227203494,-0.10200338008603782,2.4073166545276248,0.2394,True
2440,0.36,0.1,0.19,0.21,0.14,0.9088529293749916,0.2404220411712521,0.12791710466917647,-0.08551377784275682,2.8115006404388003,0.2394,True
2441,0.36,0.11,0.18,0.22,0.13,0.8830329933961794,0.23480509073216105,0.12315264991387126,-0.08063556531925586,2.9119296157038206,0.2394,True
2442,0.31,0.09,0.24,0.26,0.1,0.8332508456460124,0.22382865459033563,0.10917658051969238,-0.07472331075377059,2.995432781717867,0.2394,True
2443,0.31,0.1,0.24,0.26,0.09,0.8112546473244839,0.21891537660517146,0.10542595807367251,-0.07075104751071748,3.0941644584415493,0.2394,True
2444,0.35,0.08,0.21,0.21,0.15,0.936803551308893,0.2464456969355946,0.1321891215442528,-0.09087633113277749,2.7118799126641457,0.23959999999999998,True
2445,0.32,0.09,0.29,0.15,0.15,0.9518163281191905,0.2496572093901921,0.13587806132917804,-0.10372417165007164,2.4069337495646286,0.2396,True
2446,0.31,0.08,0.25,0.25,0.11,0.8592104709802548,0.22957693370058396,0.11400008837833936,-0.08086397718644811,2.83905073295181,0.2396,True
2447,0.35,0.08,0.22,0.2,0.15,0.9408490186412217,0.24731272667572135,0.13300612626574757,-0.09212841568262287,2.6844348168072223,0.23979999999999999,True
2448,0.35,0.08,0.2,0.22,0.15,0.932756339471394,0.2455770842189029,0.13138806324534644,-0.0896207366455718,2.740181496053759,0.23979999999999999,True
2449,0.32,0.14,0.29,0.09,0.16,0.9553032941086681,0.25040077767618807,0.14089997999468176,-0.10591547321255901,2.364156719327168,0.2398,True
2450,0.32,0.09,0.29,0.16,0.14,0.9333766230456522,0.24571028813568674,0.13163136135168538,-0.10032123961590811,2.449234968351847,0.2398,True
2451,0.31,0.08,0.24,0.26,0.11,0.8551515897352941,0.22868171424929762,0.11305904264383188,-0.07864223351052602,2.907874103279242,0.2398,True
2452,0.35,0.1,0.25,0.15,0.15,0.9470868627982909,0.24864727114180019,0.13583593324078125,-0.0962993284736271,2.5820249744513606,0.24,True
